Icon,Name,Start Time,Grid Northing (m),Grid Easting (m),Elevation (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240720112650 2024-07-20 11:33:40.724791300 AM,7/20/2024 11:33,3490444.836,220231.685,2670.397,USER,Fixed,Corrected,None,116, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:06.614412800 AM,7/20/2024 11:31,3489921.445,220423.396,2671.315,USER,Fixed,Corrected,None,49, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.7,1.163, , , , 
 ,20240720112650 2024-07-20 11:33:11.765215400 AM,7/20/2024 11:33,3490650.885,220121.686,2670.648,USER,Fixed,Corrected,None,104, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720115140 2024-07-20 11:54:30.614218200 AM,7/20/2024 11:54,3490077.487,220618.353,2635.61,USER,Fixed,Corrected,None,11, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.445,0.729,1.248, , , , 
 ,20240720115140 2024-07-20 11:54:26.637424000 AM,7/20/2024 11:54,3490112.999,220600.685,2635.579,USER,Fixed,Corrected,None,9, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.445,0.729,1.247, , , , 
 ,20240720112650 2024-07-20 11:30:26.318333400 AM,7/20/2024 11:30,3490278.807,220246.476,2671.099,USER,Fixed,Corrected,None,29, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:36:35.383102900 AM,7/20/2024 11:36,3490086.078,220477.879,2669.269,USER,Fixed,Corrected,None,193, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:03.731676100 AM,7/20/2024 11:32,3490306.477,220265.987,2670.696,USER,Fixed,Corrected,None,73, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:33:26.733967800 AM,7/20/2024 11:33,3490569.791,220169.505,2670.184,USER,Fixed,Corrected,None,109, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:50.585119500 AM,7/20/2024 11:38,3489988.14,220593.591,2669.914,USER,Fixed,Corrected,None,247, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:39:35.548165100 AM,7/20/2024 11:39,3490305.541,220469.83,2669.807,USER,Fixed,Corrected,None,266, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.561,0.833,1.321, , , , 
 ,20240720112650 2024-07-20 11:31:39.763868300 AM,7/20/2024 11:31,3490092.233,220372.166,2670.471,USER,Fixed,Corrected,None,61, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:35:12.538965200 AM,7/20/2024 11:35,3490134.181,220420.004,2669.705,USER,Fixed,Corrected,None,157, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720115140 2024-07-20 11:54:36.659314400 AM,7/20/2024 11:54,3490023.642,220644.988,2635.657,USER,Fixed,Corrected,None,14, ,BYCODE(0), ,0.016,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.446,0.729,1.249, , , , 
 ,20240720112650 2024-07-20 11:29:52.338136700 AM,7/20/2024 11:29,3490582.642,220095.827,2670.346,USER,Fixed,Corrected,None,12, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.18, , , , 
 ,20240720112650 2024-07-20 11:34:08.721360200 AM,7/20/2024 11:34,3490194.701,220356.135,2671.097,USER,Fixed,Corrected,None,130, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720115140 2024-07-20 11:56:11.873034500 AM,7/20/2024 11:56,3490086.916,220714.139,2634.903,USER,Fixed,Corrected,None,46, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.437,0.728,1.239, , , , 
 ,20240720112650 2024-07-20 11:37:25.842079200 AM,7/20/2024 11:37,3490175.47,220466.997,2669.361,USER,Fixed,Corrected,None,213, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
